product_id,date,store_id,current_stock,daily_demand,lead_time_days,supplier_reliability_score,promotion_active,weather_impact,stockout_risk
P1920,2026-07-09,S4,350,15,14,64,No,Medium,Yes
P1921,2026-07-10,S2,411,107,2,99,Yes,High,No
P1922,2026-07-11,S10,458,65,12,78,Yes,High,No
P1923,2026-07-12,S5,490,72,13,77,No,Low,No
P1924,2026-07-13,S10,320,29,3,90,No,High,Yes
P1925,2026-07-14,S1,48,16,10,92,Yes,Low,No
P1926,2026-07-15,S6,174,30,9,77,No,Medium,No
P1927,2026-07-16,S13,51,106,13,98,Yes,High,No
P1928,2026-07-17,S15,101,114,14,75,No,High,No
P1929,2026-07-18,S4,215,16,9,75,No,Medium,No
P1930,2026-07-19,S13,437,47,10,97,No,Low,No
P1931,2026-07-20,S20,187,55,2,66,No,High,Yes
P1932,2026-07-21,S15,56,41,14,73,No,Medium,No
P1933,2026-07-22,S8,46,50,3,84,No,High,Yes
P1934,2026-07-23,S5,158,57,14,91,Yes,Low,No
P1935,2026-07-24,S15,488,92,4,97,Yes,Low,No
P1936,2026-07-25,S4,173,84,9,81,Yes,Low,No
P1937,2026-07-26,S12,241,17,3,75,No,Low,No
P1938,2026-07-27,S13,281,93,13,88,No,Medium,No
P1939,2026-07-28,S2,240,58,7,75,No,High,No
P1940,2026-07-29,S19,369,61,12,71,No,Medium,No
P1941,2026-07-30,S19,4,8,3,76,Yes,Low,No
P1942,2026-07-31,S4,83,79,7,96,No,Low,No
P1943,2026-08-01,S4,307,100,7,86,No,Low,No
P1944,2026-08-02,S11,360,53,9,84,No,Low,No
P1945,2026-08-03,S5,458,11,2,72,Yes,High,No
P1946,2026-08-04,S20,247,114,13,67,No,Low,No
P1947,2026-08-05,S11,53,15,6,64,No,High,No
P1948,2026-08-06,S10,160,96,9,71,No,Low,No
P1949,2026-08-07,S8,433,58,12,62,No,High,No
P1950,2026-08-08,S6,421,109,12,94,No,High,Yes
P1951,2026-08-09,S6,410,91,2,92,Yes,Low,No
P1952,2026-08-10,S8,225,49,2,81,Yes,Medium,No
P1953,2026-08-11,S15,14,27,13,68,Yes,Medium,No
P1954,2026-08-12,S14,223,118,14,77,Yes,Medium,No
P1955,2026-08-13,S11,60,32,5,88,No,Medium,No
P1956,2026-08-14,S12,121,111,10,98,No,Medium,No
P1957,2026-08-15,S13,276,115,10,86,No,Low,No
P1958,2026-08-16,S8,45,61,12,95,Yes,Low,No
P1959,2026-08-17,S18,452,30,10,76,No,Low,No
P1960,2026-08-18,S1,389,29,8,93,Yes,Low,Yes
P1961,2026-08-19,S15,293,58,11,62,Yes,Low,Yes
P1962,2026-08-20,S8,61,33,9,64,No,Low,No
P1963,2026-08-21,S11,85,87,2,73,No,High,No
P1964,2026-08-22,S12,445,101,5,62,No,High,Yes
P1965,2026-08-23,S12,209,40,14,82,Yes,Low,No
P1966,2026-08-24,S4,77,18,7,98,No,Low,No
P1967,2026-08-25,S16,201,82,6,89,Yes,High,Yes
P1968,2026-08-26,S4,301,39,6,82,Yes,High,No
P1969,2026-08-27,S5,396,34,7,86,No,Low,No
P1970,2026-08-28,S5,222,96,3,69,Yes,High,No
P1971,2026-08-29,S8,221,21,13,84,Yes,Medium,Yes
P1972,2026-08-30,S10,2,71,3,72,No,Medium,Yes
P1973,2026-08-31,S17,477,84,10,75,No,Medium,No
P1974,2026-09-01,S9,5,114,9,93,No,High,No
P1975,2026-09-02,S19,92,34,14,96,No,Low,No
P1976,2026-09-03,S14,7,97,8,81,Yes,Low,No
P1977,2026-09-04,S8,427,49,5,76,Yes,Low,Yes
P1978,2026-09-05,S9,492,83,6,82,Yes,High,No
P1979,2026-09-06,S11,234,114,11,95,No,High,No
P1980,2026-09-07,S1,107,93,12,68,No,Medium,No
P1981,2026-09-08,S14,160,55,10,61,No,High,No
P1982,2026-09-09,S5,208,106,1,91,No,Medium,No
P1983,2026-09-10,S14,239,110,10,81,Yes,Medium,No
P1984,2026-09-11,S4,330,51,12,72,No,Low,No
P1985,2026-09-12,S1,332,57,1,67,Yes,High,No
P1986,2026-09-13,S19,49,68,4,60,No,Low,No
P1987,2026-09-14,S8,10,42,2,76,No,Low,No
P1988,2026-09-15,S15,350,68,11,71,No,High,Yes
P1989,2026-09-16,S15,155,91,7,63,No,High,Yes
P1990,2026-09-17,S9,491,93,2,72,No,Medium,No
P1991,2026-09-18,S9,69,110,10,90,Yes,Medium,No
P1992,2026-09-19,S10,168,11,2,66,Yes,Medium,No
P1993,2026-09-20,S20,271,26,5,82,No,Medium,No
P1994,2026-09-21,S9,67,85,4,83,Yes,Low,No
P1995,2026-09-22,S3,354,86,8,64,No,Low,Yes
P1996,2026-09-23,S20,251,117,4,64,No,High,No
P1997,2026-09-24,S11,47,45,14,76,No,Medium,No
P1998,2026-09-25,S6,183,78,12,89,No,Medium,No
P1999,2026-09-26,S2,319,14,6,68,Yes,Medium,No
P2000,2026-09-27,S7,186,61,5,65,No,Low,No
P2001,2026-09-28,S18,89,11,11,84,No,High,No
P2002,2026-09-29,S2,445,116,14,78,No,Low,No
P2003,2026-09-30,S17,331,54,2,75,Yes,High,Yes
P2004,2026-10-01,S11,138,106,11,80,No,High,No
P2005,2026-10-02,S12,356,95,13,61,Yes,Low,No
P2006,2026-10-03,S19,88,56,12,69,No,Low,No
P2007,2026-10-04,S7,273,37,14,75,Yes,High,No
P2008,2026-10-05,S20,18,5,8,96,No,Low,No
P2009,2026-10-06,S6,470,112,2,74,No,Low,No
P2010,2026-10-07,S1,310,57,9,72,Yes,High,No
P2011,2026-10-08,S17,357,64,9,72,Yes,High,No
P2012,2026-10-09,S11,373,38,3,91,No,Medium,No
P2013,2026-10-10,S18,465,8,4,67,Yes,Low,No
P2014,2026-10-11,S17,153,21,8,77,No,High,No
P2015,2026-10-12,S7,389,8,9,95,No,Low,No
P2016,2026-10-13,S17,259,47,3,85,No,Low,No
P2017,2026-10-14,S20,107,94,5,69,No,High,Yes
P2018,2026-10-15,S9,370,8,11,90,Yes,Medium,No
P2019,2026-10-16,S17,284,5,8,92,Yes,High,No
P2020,2026-10-17,S20,58,75,3,88,Yes,High,No
P2021,2026-10-18,S8,124,98,7,64,No,Low,No
P2022,2026-10-19,S17,353,54,11,72,No,Medium,No
P2023,2026-10-20,S7,272,77,8,60,No,High,No
P2024,2026-10-21,S1,106,65,10,82,Yes,Low,No
P2025,2026-10-22,S13,298,39,11,99,No,High,No
P2026,2026-10-23,S19,244,12,14,62,No,Low,No
P2027,2026-10-24,S19,335,28,3,62,No,High,Yes
P2028,2026-10-25,S17,449,87,2,66,No,Medium,No
P2029,2026-10-26,S13,417,40,10,95,No,High,Yes
P2030,2026-10-27,S16,246,54,13,94,Yes,Low,No
P2031,2026-10-28,S8,7,47,7,74,No,High,No
P2032,2026-10-29,S19,140,31,12,99,No,Medium,No
P2033,2026-10-30,S18,361,36,9,62,No,Medium,Yes
P2034,2026-10-31,S1,7,82,1,88,No,Medium,Yes
P2035,2026-11-01,S14,477,22,3,89,Yes,Medium,No
P2036,2026-11-02,S19,351,32,5,98,No,Low,No
P2037,2026-11-03,S15,483,33,3,77,No,High,No
P2038,2026-11-04,S18,494,20,1,70,Yes,Medium,Yes
P2039,2026-11-05,S2,93,103,7,97,No,High,Yes
P2040,2026-11-06,S17,320,51,7,99,No,Low,No
P2041,2026-11-07,S18,426,63,10,60,No,High,Yes
P2042,2026-11-08,S6,38,35,12,88,No,High,No
P2043,2026-11-09,S19,80,8,8,69,No,Medium,No
P2044,2026-11-10,S4,186,41,5,87,Yes,Medium,Yes
P2045,2026-11-11,S1,83,21,10,90,No,Low,Yes
P2046,2026-11-12,S8,87,43,12,78,No,High,Yes
P2047,2026-11-13,S7,241,52,5,62,No,Low,No
P2048,2026-11-14,S3,341,50,5,95,No,Low,No
P2049,2026-11-15,S10,92,94,1,74,No,Low,No
P2050,2026-11-16,S10,85,52,10,92,Yes,Medium,No
P2051,2026-11-17,S19,43,43,5,85,Yes,Medium,No
P2052,2026-11-18,S14,136,109,6,75,No,High,Yes
P2053,2026-11-19,S2,420,8,13,95,No,High,No
P2054,2026-11-20,S1,73,34,12,92,No,High,No
P2055,2026-11-21,S18,35,34,1,79,No,Medium,No
P2056,2026-11-22,S7,100,26,11,72,No,Medium,No
P2057,2026-11-23,S8,475,79,7,92,No,Low,No
P2058,2026-11-24,S1,155,70,1,64,No,Medium,Yes
P2059,2026-11-25,S3,425,112,11,96,No,Low,No
P2060,2026-11-26,S8,254,16,2,73,No,Low,No
P2061,2026-11-27,S15,170,98,2,86,No,Medium,No
P2062,2026-11-28,S5,468,40,5,82,Yes,Low,No
P2063,2026-11-29,S3,215,22,14,73,No,Low,No
P2064,2026-11-30,S19,169,94,10,99,Yes,High,No
P2065,2026-12-01,S1,251,57,13,63,Yes,Low,No
P2066,2026-12-02,S15,359,75,7,98,Yes,Medium,No
P2067,2026-12-03,S8,321,5,1,78,Yes,Medium,No
P2068,2026-12-04,S2,54,62,10,63,No,Low,No
P2069,2026-12-05,S3,455,94,1,89,Yes,High,No
P2070,2026-12-06,S14,431,91,1,78,Yes,Medium,No
P2071,2026-12-07,S14,90,94,6,90,No,Medium,No
P2072,2026-12-08,S11,277,113,2,90,No,High,No
P2073,2026-12-09,S16,100,10,1,68,Yes,Low,No
P2074,2026-12-10,S4,154,74,6,72,No,Medium,No
P2075,2026-12-11,S20,376,48,14,73,No,Low,No
P2076,2026-12-12,S5,348,76,2,69,No,Low,Yes
P2077,2026-12-13,S14,450,28,6,90,No,Low,No
P2078,2026-12-14,S16,363,90,10,96,Yes,Low,No
P2079,2026-12-15,S18,140,23,8,82,No,Medium,No
P2080,2026-12-16,S7,172,105,2,86,No,High,No
P2081,2026-12-17,S10,9,22,11,65,Yes,Medium,Yes
P2082,2026-12-18,S7,227,99,9,85,No,High,No
P2083,2026-12-19,S1,264,105,8,61,No,Low,Yes
P2084,2026-12-20,S19,437,34,12,72,No,High,No
P2085,2026-12-21,S16,247,46,10,78,No,Low,No
P2086,2026-12-22,S19,246,37,1,60,No,Medium,No
P2087,2026-12-23,S4,154,78,7,99,No,Medium,No
P2088,2026-12-24,S18,33,105,14,91,No,High,No
P2089,2026-12-25,S2,498,16,13,81,No,Low,No
P2090,2026-12-26,S1,128,98,10,88,No,Low,Yes
P2091,2026-12-27,S15,159,31,6,61,No,High,No
P2092,2026-12-28,S5,88,43,14,99,No,Low,No
P2093,2026-12-29,S20,92,13,6,97,No,Low,Yes
P2094,2026-12-30,S11,326,25,6,70,No,Low,No
P2095,2026-12-31,S10,240,80,6,76,No,Medium,No
P2096,2027-01-01,S2,322,33,10,67,No,Medium,Yes
P2097,2027-01-02,S3,467,37,7,81,Yes,Medium,No
P2098,2027-01-03,S12,403,111,12,63,No,Low,Yes
P2099,2027-01-04,S20,116,66,3,70,Yes,Medium,No
P2100,2027-01-05,S5,93,19,14,67,Yes,Low,No
P2101,2027-01-06,S5,162,6,6,68,Yes,Low,No
P2102,2027-01-07,S6,98,56,3,85,No,High,No
P2103,2027-01-08,S9,112,107,7,61,No,Low,Yes
P2104,2027-01-09,S2,358,48,7,75,No,Medium,No
P2105,2027-01-10,S12,90,58,8,90,No,Medium,No
P2106,2027-01-11,S3,345,22,2,65,No,Low,Yes
P2107,2027-01-12,S20,205,7,9,80,No,Medium,No
P2108,2027-01-13,S12,16,11,13,85,No,Low,Yes
P2109,2027-01-14,S17,273,47,5,78,No,High,No
P2110,2027-01-15,S10,172,86,9,87,No,Low,No
P2111,2027-01-16,S14,115,112,10,67,No,Low,Yes
P2112,2027-01-17,S17,348,42,5,73,No,High,No
P2113,2027-01-18,S18,467,41,7,83,No,Medium,No
P2114,2027-01-19,S19,180,62,11,96,No,High,No
P2115,2027-01-20,S17,90,37,9,85,Yes,High,No
P2116,2027-01-21,S14,81,112,4,90,Yes,Low,Yes
P2117,2027-01-22,S9,323,63,2,91,No,Low,No
P2118,2027-01-23,S8,448,99,9,61,Yes,High,No
P2119,2027-01-24,S2,113,15,13,84,No,Medium,Yes
P2120,2027-01-25,S13,256,72,2,61,Yes,High,No
P2121,2027-01-26,S7,57,86,3,60,No,Medium,No
P2122,2027-01-27,S9,153,72,10,95,Yes,High,Yes
P2123,2027-01-28,S11,364,117,2,71,No,High,No
P2124,2027-01-29,S14,403,102,3,68,No,Medium,No
P2125,2027-01-30,S4,115,97,6,95,Yes,High,Yes
P2126,2027-01-31,S13,342,92,3,87,No,Low,No
P2127,2027-02-01,S2,265,26,10,97,Yes,High,No
P2128,2027-02-02,S5,314,70,8,92,No,Low,Yes
P2129,2027-02-03,S11,202,48,11,81,No,Medium,No
P2130,2027-02-04,S6,40,10,6,84,Yes,Medium,No
P2131,2027-02-05,S18,104,46,7,77,No,Low,No
P2132,2027-02-06,S10,388,29,1,65,No,High,No
P2133,2027-02-07,S4,377,61,3,77,No,Low,No
P2134,2027-02-08,S9,192,89,3,75,No,Low,Yes
P2135,2027-02-09,S6,400,59,2,74,Yes,Medium,No
P2136,2027-02-10,S2,277,20,7,67,No,Low,Yes
P2137,2027-02-11,S17,353,99,9,72,Yes,High,No
P2138,2027-02-12,S5,236,18,4,66,Yes,Low,Yes
P2139,2027-02-13,S6,424,43,12,76,Yes,Medium,No
P2140,2027-02-14,S12,220,32,5,91,Yes,High,No
P2141,2027-02-15,S10,67,100,3,81,No,Medium,No
P2142,2027-02-16,S6,196,96,11,72,No,Low,No
P2143,2027-02-17,S8,255,55,9,82,No,Low,Yes
P2144,2027-02-18,S2,138,53,14,88,Yes,Medium,No
P2145,2027-02-19,S12,311,13,4,81,No,Medium,No
P2146,2027-02-20,S13,434,62,5,60,No,High,No
P2147,2027-02-21,S7,148,49,1,88,Yes,Medium,No
P2148,2027-02-22,S10,98,26,11,64,No,Medium,No
P2149,2027-02-23,S13,75,36,12,94,No,Low,Yes
P2150,2027-02-24,S17,281,73,13,69,No,Low,No
P2151,2027-02-25,S14,370,91,2,78,No,Medium,No
P2152,2027-02-26,S2,402,73,12,96,No,Medium,No
P2153,2027-02-27,S11,108,46,13,66,No,Low,No
P2154,2027-02-28,S1,187,57,9,94,Yes,High,No
P2155,2027-03-01,S19,198,100,2,72,No,High,No
P2156,2027-03-02,S4,302,63,5,69,Yes,High,Yes
P2157,2027-03-03,S19,326,78,13,61,No,High,Yes
P2158,2027-03-04,S11,153,43,8,65,No,Low,No
P2159,2027-03-05,S8,39,19,3,67,No,Medium,Yes
P2160,2027-03-06,S11,132,75,6,95,No,High,No
P2161,2027-03-07,S4,404,33,4,84,No,Low,Yes
P2162,2027-03-08,S17,461,115,11,99,No,Medium,Yes
P2163,2027-03-09,S7,131,7,7,66,No,High,No
P2164,2027-03-10,S8,278,87,10,82,No,Medium,No
P2165,2027-03-11,S3,361,14,14,78,No,High,No
P2166,2027-03-12,S2,83,96,13,81,Yes,Medium,No
P2167,2027-03-13,S15,398,33,3,72,No,High,No
P2168,2027-03-14,S5,241,83,6,80,No,High,No
P2169,2027-03-15,S1,115,39,12,60,Yes,Medium,No
P2170,2027-03-16,S4,108,10,10,78,No,Medium,No
P2171,2027-03-17,S15,220,16,9,92,No,Medium,No
P2172,2027-03-18,S20,391,115,11,63,No,Low,No
P2173,2027-03-19,S19,40,42,10,62,No,Low,Yes
P2174,2027-03-20,S3,367,81,1,86,No,Medium,Yes
P2175,2027-03-21,S20,146,97,3,94,No,Low,No
P2176,2027-03-22,S11,111,23,2,87,No,High,No
P2177,2027-03-23,S17,102,71,8,65,Yes,Medium,No
P2178,2027-03-24,S13,45,12,7,65,Yes,Low,No
P2179,2027-03-25,S11,411,12,2,82,No,Medium,No
P2180,2027-03-26,S2,493,88,6,92,No,High,No
P2181,2027-03-27,S9,474,51,3,75,Yes,High,No
P2182,2027-03-28,S2,323,8,8,83,No,Low,No
P2183,2027-03-29,S9,377,55,10,64,Yes,High,No
P2184,2027-03-30,S9,270,89,13,72,No,Medium,Yes
P2185,2027-03-31,S8,482,71,3,71,Yes,Low,No
P2186,2027-04-01,S17,420,49,10,64,Yes,Medium,No
P2187,2027-04-02,S1,384,12,14,96,Yes,Medium,No
P2188,2027-04-03,S11,194,91,9,90,No,Medium,No
P2189,2027-04-04,S8,366,20,1,87,No,High,No
P2190,2027-04-05,S10,279,81,5,87,Yes,Medium,Yes
P2191,2027-04-06,S7,282,71,3,89,No,High,No
P2192,2027-04-07,S3,39,116,6,77,Yes,Medium,No
P2193,2027-04-08,S3,446,13,10,86,No,High,Yes
P2194,2027-04-09,S18,188,64,2,94,No,High,No
P2195,2027-04-10,S5,163,82,9,85,No,High,No
P2196,2027-04-11,S12,481,81,6,98,No,Medium,No
P2197,2027-04-12,S12,476,75,7,77,Yes,Medium,No
P2198,2027-04-13,S19,23,19,5,92,No,High,Yes
P2199,2027-04-14,S6,23,75,9,84,No,Medium,No
P2200,2027-04-15,S2,489,106,1,90,No,High,No
P2201,2027-04-16,S12,3,102,5,96,Yes,Medium,No
P2202,2027-04-17,S19,322,45,11,61,No,High,No
P2203,2027-04-18,S5,289,26,10,92,No,High,No
P2204,2027-04-19,S12,440,28,11,98,No,Low,No
P2205,2027-04-20,S17,432,117,6,91,Yes,Medium,No
P2206,2027-04-21,S17,470,105,7,77,No,Medium,No
P2207,2027-04-22,S10,180,48,12,76,Yes,Low,No
P2208,2027-04-23,S17,247,5,4,93,No,High,No
P2209,2027-04-24,S15,115,14,12,98,Yes,High,No
P2210,2027-04-25,S12,278,111,13,66,No,Low,No
P2211,2027-04-26,S16,364,84,1,94,No,Low,No
P2212,2027-04-27,S19,68,114,11,89,Yes,High,Yes
P2213,2027-04-28,S8,350,76,8,71,Yes,Medium,No
P2214,2027-04-29,S17,253,60,10,94,Yes,Low,No
P2215,2027-04-30,S5,180,117,4,70,No,Low,No
P2216,2027-05-01,S16,317,93,3,63,No,Low,No
P2217,2027-05-02,S6,168,54,12,84,No,Low,No
P2218,2027-05-03,S8,312,16,7,91,Yes,Low,No
P2219,2027-05-04,S18,248,93,12,79,No,Low,Yes
P2220,2027-05-05,S12,187,85,2,90,No,High,No
P2221,2027-05-06,S15,53,64,8,63,No,High,No
P2222,2027-05-07,S9,325,30,14,97,No,Low,No
P2223,2027-05-08,S13,356,114,6,60,No,High,No
P2224,2027-05-09,S15,312,116,7,62,No,Medium,No
P2225,2027-05-10,S10,137,82,14,96,No,Medium,No
P2226,2027-05-11,S16,167,45,5,81,Yes,Low,Yes
P2227,2027-05-12,S7,390,40,9,76,Yes,Medium,No
P2228,2027-05-13,S17,102,27,5,73,No,Medium,No
P2229,2027-05-14,S7,421,47,11,94,No,High,No
P2230,2027-05-15,S14,84,10,5,72,Yes,High,Yes
P2231,2027-05-16,S15,316,115,3,94,Yes,High,No
P2232,2027-05-17,S7,211,73,11,61,No,High,No
P2233,2027-05-18,S9,2,47,1,72,No,Medium,Yes
P2234,2027-05-19,S19,383,29,2,75,Yes,Low,No
P2235,2027-05-20,S16,178,22,8,77,No,High,Yes
P2236,2027-05-21,S8,341,66,1,66,No,Medium,No
P2237,2027-05-22,S18,302,17,7,95,No,High,No
P2238,2027-05-23,S18,451,47,14,89,Yes,Medium,No
P2239,2027-05-24,S20,475,82,14,66,No,High,No
P2240,2027-05-25,S7,331,32,5,74,No,Low,No
P2241,2027-05-26,S3,37,22,3,99,Yes,High,No
P2242,2027-05-27,S18,498,63,12,78,No,Low,No
P2243,2027-05-28,S10,419,64,12,96,No,High,No
P2244,2027-05-29,S7,238,67,11,61,Yes,High,No
P2245,2027-05-30,S17,168,61,7,72,No,High,No
P2246,2027-05-31,S14,452,96,9,99,Yes,Medium,No
P2247,2027-06-01,S3,396,55,2,90,Yes,Medium,Yes
P2248,2027-06-02,S12,342,60,8,75,No,Low,Yes
P2249,2027-06-03,S13,313,31,9,65,Yes,Low,No
P2250,2027-06-04,S2,305,36,11,87,No,Medium,No
P2251,2027-06-05,S3,29,115,3,91,No,Low,No
P2252,2027-06-06,S5,189,13,2,69,Yes,Low,No
P2253,2027-06-07,S11,356,108,7,77,Yes,Medium,No
P2254,2027-06-08,S8,24,100,5,63,No,Medium,No
P2255,2027-06-09,S12,111,88,5,68,No,Medium,Yes
P2256,2027-06-10,S7,410,96,10,66,Yes,Medium,No
P2257,2027-06-11,S15,434,101,5,67,Yes,High,Yes
P2258,2027-06-12,S17,205,72,4,66,No,Medium,No
P2259,2027-06-13,S4,184,50,13,99,Yes,Low,No
P2260,2027-06-14,S13,381,102,5,62,No,High,No
P2261,2027-06-15,S18,495,116,13,76,No,High,No
P2262,2027-06-16,S1,378,71,4,61,No,Low,Yes
P2263,2027-06-17,S16,46,30,13,74,Yes,High,No
P2264,2027-06-18,S13,373,12,6,88,Yes,Low,No
P2265,2027-06-19,S10,227,10,4,81,No,High,No
P2266,2027-06-20,S12,38,84,2,63,Yes,High,No
P2267,2027-06-21,S2,15,28,9,65,Yes,Low,No
P2268,2027-06-22,S3,21,52,2,97,No,Low,No
P2269,2027-06-23,S10,212,107,9,85,Yes,Low,Yes
P2270,2027-06-24,S2,309,98,10,70,No,Low,Yes
P2271,2027-06-25,S13,148,49,6,85,No,Medium,Yes
P2272,2027-06-26,S13,455,17,9,76,No,Medium,No
P2273,2027-06-27,S18,240,73,9,83,No,Low,No
P2274,2027-06-28,S3,271,29,3,87,No,Medium,No
P2275,2027-06-29,S7,58,24,1,94,Yes,Low,No
P2276,2027-06-30,S14,286,86,1,90,No,Low,Yes
P2277,2027-07-01,S20,425,115,3,72,No,High,Yes
P2278,2027-07-02,S17,201,86,5,94,No,Low,No
P2279,2027-07-03,S12,31,70,13,75,Yes,Low,Yes
P2280,2027-07-04,S16,442,78,3,74,No,Low,No
P2281,2027-07-05,S12,161,49,12,77,No,Low,No
P2282,2027-07-06,S15,254,118,9,96,No,High,No
P2283,2027-07-07,S10,253,51,9,86,No,Low,No
P2284,2027-07-08,S7,8,67,3,94,No,High,No
P2285,2027-07-09,S20,464,80,3,94,No,Low,No
P2286,2027-07-10,S5,138,115,12,87,No,High,Yes
P2287,2027-07-11,S1,479,81,14,98,Yes,Medium,No
P2288,2027-07-12,S17,9,118,5,97,Yes,High,Yes
P2289,2027-07-13,S3,213,115,2,68,No,High,Yes
P2290,2027-07-14,S13,272,59,6,71,No,Low,No
P2291,2027-07-15,S14,323,79,7,74,No,High,No
P2292,2027-07-16,S18,47,23,13,80,Yes,High,Yes
P2293,2027-07-17,S4,435,39,9,94,Yes,Low,Yes
P2294,2027-07-18,S18,110,107,6,92,Yes,Medium,Yes
P2295,2027-07-19,S5,152,57,3,78,No,Medium,No
P2296,2027-07-20,S16,122,30,12,82,No,Medium,No
P2297,2027-07-21,S1,404,114,5,72,Yes,High,Yes
P2298,2027-07-22,S14,356,18,4,60,No,Low,No
P2299,2027-07-23,S15,101,49,5,88,No,Medium,No
P2300,2027-07-24,S9,240,48,8,83,Yes,Medium,No
P2301,2027-07-25,S15,320,92,8,75,No,Medium,No
P2302,2027-07-26,S17,190,109,6,84,No,Medium,No
P2303,2027-07-27,S4,216,69,1,82,Yes,Low,No
P2304,2027-07-28,S12,50,55,8,87,Yes,Medium,No
P2305,2027-07-29,S5,291,47,8,75,Yes,High,Yes
P2306,2027-07-30,S5,80,90,2,97,No,High,No
P2307,2027-07-31,S11,488,27,4,70,No,Low,No
P2308,2027-08-01,S6,382,60,12,62,No,Medium,Yes
P2309,2027-08-02,S7,87,23,2,74,Yes,Medium,No
P2310,2027-08-03,S14,193,86,4,60,No,High,Yes
P2311,2027-08-04,S11,103,80,12,66,No,Low,No
P2312,2027-08-05,S13,270,59,13,60,No,High,Yes
P2313,2027-08-06,S2,95,96,13,91,No,Low,No
P2314,2027-08-07,S7,422,96,10,68,No,Low,No
P2315,2027-08-08,S20,378,64,7,88,No,Low,No
P2316,2027-08-09,S4,197,63,9,85,No,High,No
P2317,2027-08-10,S8,0,37,14,82,No,Low,No
P2318,2027-08-11,S20,494,23,14,88,Yes,High,Yes
P2319,2027-08-12,S19,406,32,8,97,No,High,No
P2320,2027-08-13,S13,377,56,12,92,No,Medium,Yes
P2321,2027-08-14,S14,166,53,9,66,No,High,No
P2322,2027-08-15,S10,125,41,8,71,Yes,High,No
P2323,2027-08-16,S11,312,30,2,90,Yes,Medium,No
P2324,2027-08-17,S2,80,103,7,91,Yes,Medium,No
P2325,2027-08-18,S9,417,102,2,79,Yes,Medium,Yes
P2326,2027-08-19,S17,250,103,13,76,No,Low,No
P2327,2027-08-20,S3,168,44,12,95,No,Low,No
P2328,2027-08-21,S6,476,84,11,62,Yes,Medium,Yes
P2329,2027-08-22,S5,72,42,2,60,Yes,Low,No
P2330,2027-08-23,S5,140,81,4,86,No,Medium,No
P2331,2027-08-24,S15,69,91,1,99,Yes,Low,No
P2332,2027-08-25,S17,261,58,5,92,No,High,No
P2333,2027-08-26,S9,339,26,6,79,Yes,Low,Yes
P2334,2027-08-27,S3,307,20,9,73,Yes,Low,No
P2335,2027-08-28,S20,244,32,10,95,Yes,High,No
P2336,2027-08-29,S17,2,116,8,64,Yes,Medium,Yes
P2337,2027-08-30,S10,336,39,2,82,No,Low,No
P2338,2027-08-31,S3,62,64,1,74,Yes,Low,Yes
P2339,2027-09-01,S18,48,49,2,65,No,High,No
P2340,2027-09-02,S18,75,50,7,92,No,High,Yes
P2341,2027-09-03,S17,367,76,4,78,Yes,High,No
P2342,2027-09-04,S3,174,112,10,72,Yes,High,No
P2343,2027-09-05,S3,108,59,5,88,No,Medium,No
P2344,2027-09-06,S6,182,90,12,65,No,Low,Yes
P2345,2027-09-07,S13,191,89,7,74,No,Low,No
P2346,2027-09-08,S15,64,30,3,75,Yes,Low,No
P2347,2027-09-09,S9,336,108,10,83,Yes,Low,No
P2348,2027-09-10,S4,450,89,2,82,Yes,Medium,No
P2349,2027-09-11,S14,473,29,13,69,No,Low,No
P2350,2027-09-12,S5,270,109,7,76,No,Medium,No
P2351,2027-09-13,S2,99,69,5,89,No,Medium,Yes
P2352,2027-09-14,S11,31,10,14,69,No,High,No
P2353,2027-09-15,S9,351,27,1,78,Yes,High,Yes
P2354,2027-09-16,S3,127,119,1,88,No,Low,No
P2355,2027-09-17,S9,451,68,9,61,No,Medium,Yes
P2356,2027-09-18,S3,401,91,5,95,Yes,High,No
P2357,2027-09-19,S2,368,47,1,78,No,Medium,No
P2358,2027-09-20,S12,338,111,7,66,No,High,Yes
P2359,2027-09-21,S10,42,27,9,85,No,Medium,No
P2360,2027-09-22,S9,371,100,11,74,No,Low,No
P2361,2027-09-23,S15,418,34,1,97,Yes,Low,Yes
P2362,2027-09-24,S8,487,81,10,62,No,Medium,No
P2363,2027-09-25,S5,77,111,14,97,Yes,High,No
P2364,2027-09-26,S11,313,22,13,75,No,High,No
P2365,2027-09-27,S2,288,91,4,61,Yes,Low,No
P2366,2027-09-28,S15,269,83,14,90,No,Low,No
P2367,2027-09-29,S6,161,101,3,87,No,Low,No
P2368,2027-09-30,S8,188,25,5,66,No,High,No
P2369,2027-10-01,S5,246,61,7,89,Yes,High,No
P2370,2027-10-02,S16,387,107,8,66,Yes,Low,No
P2371,2027-10-03,S18,215,27,13,95,No,Medium,No
P2372,2027-10-04,S6,314,95,2,88,No,High,No
P2373,2027-10-05,S5,412,49,7,83,No,Low,No
P2374,2027-10-06,S16,338,48,14,98,Yes,Medium,Yes
P2375,2027-10-07,S13,389,86,14,63,No,High,Yes
P2376,2027-10-08,S5,376,92,1,88,No,Medium,No
P2377,2027-10-09,S13,480,119,7,64,No,Medium,Yes
P2378,2027-10-10,S17,432,51,8,88,No,High,No
P2379,2027-10-11,S18,167,44,2,89,No,Low,Yes
P2380,2027-10-12,S8,338,55,9,88,Yes,Medium,Yes
P2381,2027-10-13,S13,192,46,1,85,Yes,Low,Yes
